statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
22066,.2296965,,,,-.44320586,.19643144,-.087059565,.038585309,0,0,1.7,1.9666667,0,0,0,0,0,
22066,.23137243,.27839705,1,0,-.54060698,.29225591,-.15799558,.085413516,0,1,6,7,0,0,0,0,0,-.047024623
22066,.16755845,.2296965,1,0,-.5178529,.26817164,-.13887346,.071916021,0,0,7,8,0,0,0,0,0,-.062138051
22066,,.23137243,,0,-.55251908,.30527735,-.16867155,.093194254,0,0,8,9,0,0,0,0,0,
22071,.53676766,,,,-.029913843,.00089483801,-.000026768043,8.0073499e-07,0,0,.59090906,.59090906,0,0,0,0,0,
22071,.49325681,.47674298,1,0,.083268374,.0069336221,.00057735143,.000048075115,0,1,1,1,1,.083268374,.0069336221,.00057735143,.000048075115,.016513824
22071,,.53676766,,1,-.006478399,.000041969655,-2.7189617e-07,1.7614519e-09,1,2,0,0,0,0,0,0,0,
22072,.44361633,,,,-.12702999,.016136616,-.0020498342,.0002603904,0,0,2.8181818,2.909091,0,0,0,0,0,
22072,.4276599,.43397167,1,0,-.10991943,.012082281,-.0013280774,.00014598151,0,0,2,2,0,0,0,0,0,-.0063117743
22072,.46220911,.44361633,1,0,-.14468023,.020932369,-.0030285001,.0004381641,0,0,3,3,0,0,0,0,0,.018592775
22072,.39867455,.4276599,1,0,-.075581789,.0057126069,-.00043176903,.000032633878,0,0,4,4,0,0,0,0,0,-.028985351
22072,,.46220911,,0,-.2026509,.041067388,-.0083223432,.0016865304,0,0,5,5,0,0,0,0,0,
22073,.45841244,,,,-.15626299,.024418123,-.0038156491,.00059624476,0,0,2.4772727,2.590909,0,0,0,0,0,
22073,.45670378,.4218685,1,0,-.083175093,.006918096,-.00057541329,.000047860052,0,1,7,7,0,0,0,0,0,.034835279
22073,.40233323,.45841244,1,0,-.086592436,.0074982499,-.00064929173,.000056223751,0,2,0,0,0,0,0,0,0,-.056079209
22073,.42916906,.45670378,1,0,-.1952562,.038124986,-.00744414,.0014535144,0,3,1,1,0,0,0,0,0,-.027534723
22073,,.40233323,,0,-.14166188,.020068089,-.0028428833,.00040272818,0,0,2,2,0,0,0,0,0,
22074,.42088154,,,,-.23244891,.054032493,-.012559794,.0029195105,0,0,1.3636364,1.5454545,0,0,0,0,0,
22074,.37304688,.38377556,1,0,-.15013316,.022539966,-.0033839964,.00050805009,0,4,4,4,0,0,0,0,0,-.010728687
22074,.43690747,.42088154,1,0,-.25390625,.064468384,-.016368926,.0041561723,0,0,5,5,0,0,0,0,0,.016025931
22074,.33155513,.37304688,1,0,-.12618506,.015922669,-.002009203,.00025353138,0,0,6,6,0,0,0,0,0,-.041491747
22074,,.43690747,,0,-.32916397,.10834892,-.035664558,.011739488,0,0,7,7,0,0,0,0,0,
22075,.31451473,,,,-.24517417,.060110372,-.014737511,.0036132571,0,0,2.3499999,2.8,0,0,0,0,0,
22075,.31607312,.37741292,1,0,-.35818002,.12829292,-.045951962,.016459074,0,0,9,9,0,0,0,0,0,-.061339796
22075,.38264495,.31451473,1,0,-.35180038,.12376351,-.043540049,.015317407,0,0,10,10,0,0,0,0,0,.068130225
22075,.42218053,.31607312,1,0,-.2347101,.055088829,-.012929904,.0030347791,0,0,11,12,0,0,0,0,0,.10610741
22075,,.38264495,,0,-.15108377,.022826305,-.0034486842,.00052104017,0,0,12,13,0,0,0,0,0,
22076,.34897691,,,,-.18961847,.035955165,-.0068177632,.0012927738,0,0,1.7,1.9666667,0,0,0,0,0,
22076,.34647828,.40519077,1,0,-.30204618,.091231897,-.027556246,.0083232587,0,0,14,15,0,0,0,0,0,-.058712482
22076,.28135005,.34897691,1,0,-.27308899,.0745776,-.02036632,.0055618179,0,0,0,0,0,0,0,0,0,-.067626864
22076,,.34647828,,0,-.40730253,.16589534,-.067569599,.027521268,0,0,1,1,0,0,0,0,0,
22081,.5536688,,,,-.044389635,.0019704397,-.000087467102,3.8826329e-06,0,0,.59090906,.59090906,0,0,0,0,0,
22081,.51049513,.4731625,1,0,.11293641,.012754632,.0014404623,.00016268063,0,1,1,1,1,.11293641,.012754632,.0014404623,.00016268063,.037332624
22081,,.5536688,,1,.027077317,.00073318114,.000019852578,5.3755451e-07,1,2,0,0,1,.027077317,.00073318114,.000019852578,5.3755451e-07,
22082,.52129501,,,,-.055941045,.0031294005,-.00017506194,9.7931479e-06,2,3,2.8181818,2.909091,0,0,0,0,0,
22082,.50050205,.46958178,1,0,.046284407,.0021422463,.000099152603,4.5892193e-06,2,4,1,1,1,.046284407,.0021422463,.000099152603,4.5892193e-06,.030920267
22082,.61492151,.52129501,1,1,.0036400259,.000013249788,4.8229573e-08,1.7555689e-10,3,5,1,2,1,.0036400259,.000013249788,4.8229573e-08,1.7555689e-10,.093626499
22082,.53214288,.50050205,1,1,.22984302,.052827813,.012142104,.0027907779,4,6,0,0,1,.22984302,.052827813,.012142104,.0027907779,.031640828
22082,,.61492151,,1,.065812409,.004331273,.00028505153,.000018759927,5,7,0,0,1,.065812409,.004331273,.00028505153,.000018759927,
22083,.56467408,,,,.11351597,.012885876,.0014627528,.00016604581,6,8,2.4772727,2.590909,1,.11351597,.012885876,.0014627528,.00016604581,
22083,.48913682,.55675799,1,1,.12934819,.016730953,.0021641187,.00027992483,7,9,0,0,1,.12934819,.016730953,.0021641187,.00027992483,-.067621171
22083,.45541602,.56467408,1,1,-.02172637,.00047203514,-.000010255611,2.2281718e-07,8,10,0,1,0,0,0,0,0,-.10925806
22083,.47407612,.48913682,1,0,-.089167953,.0079509234,-.00070896756,.000063217187,0,0,1,2,0,0,0,0,0,-.015060693
22083,,.45541602,,0,-.051847726,.0026881867,-.00013937637,7.2263479e-06,0,0,2,3,0,0,0,0,0,
22084,.53421515,,,,-.2673929,.071498968,-.019118316,.0051121018,0,0,1.3636364,1.5454545,0,0,0,0,0,
22084,.50462908,.36630353,1,0,.068430305,.0046827067,.00032043902,.000021927741,0,0,4,5,1,.068430305,.0046827067,.00032043902,.000021927741,.13832554
22084,.48006865,.53421515,1,1,.0092581511,.000085713364,7.9354726e-07,7.3467801e-09,0,0,0,0,1,.0092581511,.000085713364,7.9354726e-07,7.3467801e-09,-.054146498
22084,.4483633,.50462908,1,1,-.039862722,.0015890367,-.000063343323,2.5250374e-06,1,1,0,0,0,0,0,0,0,-.056265771
22084,,.48006865,,0,-.10327339,.010665393,-.0011014513,.00011375062,0,0,0,0,0,0,0,0,0,
22085,.4975768,,,,.033031017,.001091048,.000036038426,1.1903859e-06,0,0,2.3499999,2.8,1,.033031017,.001091048,.000036038426,1.1903859e-06,
22085,.53024256,.51394558,1,1,-.0018266737,3.3367369e-06,-6.0951297e-09,1.1133813e-11,1,1,0,0,0,0,0,0,0,.016296983
22085,.61814535,.4975768,1,0,.065003961,.0042255148,.0002746752,.000017854976,1,2,1,1,1,.065003961,.0042255148,.0002746752,.000017854976,.12056854
22085,.54721802,.53024256,1,1,.23629066,.055833276,.013192882,.0031173548,2,3,11,11,1,.23629066,.055833276,.013192882,.0031173548,.016975462
22085,,.61814535,,1,.094436049,.0089181671,.00084219652,.000079533711,3,4,0,0,1,.094436049,.0089181671,.00084219652,.000079533711,
22086,.47569317,,,,.07210663,.0051993662,.00037490876,.000027033408,4,5,1.7,1.9666667,1,.07210663,.0051993662,.00037490876,.000027033408,
22086,.48303041,.52535897,1,1,-.048613667,.0023632888,-.00011488813,5.5851333e-06,5,6,0,0,0,0,0,0,0,-.042328566
22086,.45980221,.47569317,1,0,-.016642123,.00027696029,-4.6092073e-06,7.6706996e-08,0,0,1,1,0,0,0,0,0,-.015890956
22086,,.48303041,,0,-.061294973,.0037570738,-.00023028973,.000014115602,0,0,2,2,0,0,0,0,0,
22091,.47712791,,,,-.12487933,.015594848,-.0019474741,.00024319926,0,0,.59090906,.59090906,0,0,0,0,0,
22091,.44616094,.43304506,1,0,-.038406134,.0014750311,-.000056650242,2.1757166e-06,0,0,1,1,0,0,0,0,0,.013115883
22091,,.47712791,,0,-.10321215,.010652748,-.001099493,.00011348103,0,0,2,2,0,0,0,0,0,
22092,.48341551,,,,-.1315988,.017318245,-.0022790602,.00029992158,0,0,2.8181818,2.909091,0,0,0,0,0,
22092,.46287718,.43193284,1,0,-.033168942,.0011001787,-.000036491761,1.2103932e-06,0,0,4,4,0,0,0,0,0,.030944347
22092,.50298703,.48341551,1,0,-.071248382,.005076332,-.00036168043,.000025769146,0,1,5,5,0,0,0,0,0,.019571513
22092,.49418756,.46287718,1,0,.0059740245,.000035688969,2.1320677e-07,1.2737025e-09,0,0,6,6,1,.0059740245,.000035688969,2.1320677e-07,1.2737025e-09,.03131038
22092,,.50298703,,1,-.011624843,.00013513697,-1.5709461e-06,1.8262002e-08,1,1,6,7,0,0,0,0,0,
22093,.54414421,,,,-.042323917,.001791314,-.00007581542,3.2088058e-06,0,0,2.4772727,2.590909,0,0,0,0,0,
22093,.53833413,.47883806,1,0,.088288456,.0077948514,.0006881954,.00006075971,0,0,8,9,1,.088288456,.0077948514,.0006881954,.00006075971,.059496075
22093,.54423243,.54414421,1,1,.076668292,.0058780271,.00045065829,.000034551202,1,1,0,0,1,.076668292,.0058780271,.00045065829,.000034551202,.000088214874
22093,.62495297,.53833413,1,1,.088464856,.0078260312,.00069232867,.000061246756,2,2,0,0,1,.088464856,.0078260312,.00069232867,.000061246756,.086618841
22093,,.54423243,,1,.24990591,.062452964,.015607365,.0039003729,3,3,0,0,1,.24990591,.062452964,.015607365,.0039003729,
22094,.71073949,,,,.25829259,.066715062,.017232005,.0044508991,4,4,1.3636364,1.5454545,1,.25829259,.066715062,.017232005,.0044508991,
22094,1,.62914628,1,1,.42147899,.17764454,.07487344,.031557582,5,5,0,0,1,.42147899,.17764454,.07487344,.031557582,.37085372
22094,.65633619,.71073949,1,1,1,1,1,1,6,6,0,0,1,1,1,1,1,-.054403305
22094,.64368564,1,1,1,.31267238,.097764015,.030568106,.0095578022,7,7,0,0,1,.31267238,.097764015,.030568106,.0095578022,-.35631436
22094,,.65633619,,1,.28737128,.08258225,.023731766,.0068198284,8,8,0,0,1,.28737128,.08258225,.023731766,.0068198284,
22095,.65141201,,,,.34652901,.12008236,.041612018,.014419772,9,9,2.3499999,2.8,1,.34652901,.12008236,.041612018,.014419772,
22095,.71904498,.67073596,1,1,.30600932,.093641706,.028655235,.008768769,10,10,0,1,1,.30600932,.093641706,.028655235,.008768769,.048309028
22095,.70718604,.65141201,1,1,.4423773,.19569768,.086572208,.038297579,11,11,0,0,1,.4423773,.19569768,.086572208,.038297579,.055774033
22095,.68992817,.71904498,1,1,.41437212,.17170425,.071149454,.02948235,12,12,0,2,1,.41437212,.17170425,.071149454,.02948235,-.029116809
22095,,.70718604,,1,.37985638,.14429086,.054809805,.020819854,13,13,0,3,1,.37985638,.14429086,.054809805,.020819854,
22096,.52032155,,,,.393543,.1548761,.060950406,.023986606,14,14,1.7,1.9666667,1,.393543,.1548761,.060950406,.023986606,
22096,.56480664,.6967715,1,1,.040643096,.0016518612,.000067136752,2.7286455e-06,15,15,0,0,1,.040643096,.0016518612,.000067136752,2.7286455e-06,-.13196486
22096,.50756103,.52032155,1,1,.13965985,.019504875,.0027240478,.00038044012,16,16,0,1,1,.13965985,.019504875,.0027240478,.00038044012,-.01276052
22096,,.56480664,,1,.028256983,.00079845707,.000022561988,6.3753367e-07,0,0,0,2,1,.028256983,.00079845707,.000022561988,6.3753367e-07,
22101,.46309388,,,,-.21858314,.047778588,-.010443593,.0022827934,0,0,.59090906,.59090906,0,0,0,0,0,
22101,.40470666,.3743619,1,0,-.061820865,.0038218193,-.00023626817,.000014606303,0,0,0,0,0,0,0,0,0,.030344754
22101,,.46309388,,0,-.18194461,.033103842,-.0060230652,.0010958642,0,0,1,1,0,0,0,0,0,
22102,.43427435,,,,-.20740086,.043015115,-.0089213718,.0018503002,0,0,2.8181818,2.909091,0,0,0,0,0,
22102,.43324783,.39131111,1,0,-.1251249,.01565624,-.0019589856,.00024511787,0,0,3,3,0,0,0,0,0,.041936725
22102,.50746083,.43427435,1,0,-.12961075,.016798945,-.0021773239,.00028220456,0,0,4,4,0,0,0,0,0,.073186487
22102,.42873403,.43324783,1,0,.014921635,.0002226552,3.3223798e-06,4.9575338e-08,0,0,5,5,1,.014921635,.0002226552,3.3223798e-06,4.9575338e-08,-.0045138001
22102,,.50746083,,1,-.1425319,.020315344,-.0028955846,.00041271315,1,1,5,6,0,0,0,0,0,
22103,.49553168,,,,-.058804303,.003457946,-.00020334212,.000011957392,0,0,2.4772727,2.590909,0,0,0,0,0,
22103,.36601251,.47059783,1,0,-.0089366436,.000079863596,-7.1371250e-07,6.3781944e-09,0,0,7,8,0,0,0,0,0,-.10458532
22103,.46125412,.49553168,1,0,-.26797497,.071810588,-.01924344,.0051567601,0,0,3,3,0,0,0,0,0,-.034277558
22103,.49199051,.36601251,1,0,-.07749176,.0060049728,-.00046533591,.000036059701,0,0,0,0,0,0,0,0,0,.12597799
22103,,.46125412,,0,-.016018987,.00025660795,-4.1105991e-06,6.5847630e-08,0,0,1,1,0,0,0,0,0,
22104,.54365164,,,,-.14495537,.021012058,-.0030458106,.00044150659,0,1,1.3636364,1.5454545,0,0,0,0,0,
22104,.59837866,.42752233,1,0,.087303281,.0076218629,.00066541362,.000058092792,0,2,3,3,1,.087303281,.0076218629,.00066541362,.000058092792,.17085633
22104,.56097507,.54365164,1,1,.19675735,.038713455,.0076171565,.0014987314,1,3,0,0,1,.19675735,.038713455,.0076171565,.0014987314,.017323434
22104,.53373826,.59837866,1,1,.13265824,.01759821,.0023345475,.00030969697,2,4,0,0,1,.13265824,.01759821,.0023345475,.00030969697,-.064640403
22104,,.56097507,,1,.067476481,.0045530754,.00030722551,.000020730497,3,5,0,1,1,.067476481,.0045530754,.00030722551,.000020730497,
22105,.59231514,,,,.33562776,.112646,.037807126,.01268912,8,10,2.3499999,2.8,1,.33562776,.112646,.037807126,.01268912,
22105,.57748854,.66724074,1,1,.18463027,.03408834,.0062937392,.0011620148,9,11,0,0,1,.18463027,.03408834,.0062937392,.0011620148,-.089752197
22105,.60544318,.59231514,1,1,.16576037,.027476499,.0045545148,.00075495802,10,12,0,0,1,.16576037,.027476499,.0045545148,.00075495802,.013128042
22105,.66431695,.57748854,1,1,.21088636,.044473056,.0093787611,.0019778528,11,13,0,0,1,.21088636,.044473056,.0093787611,.0019778528,.086828411
22105,,.60544318,,1,.32863393,.10800026,.035492551,.011664057,12,14,0,0,1,.32863393,.10800026,.035492551,.011664057,
22106,.53456664,,,,.28953767,.083832063,.024272539,.0070278146,13,15,1.7,1.9666667,1,.28953767,.083832063,.024272539,.0070278146,
22106,.52945197,.63973975,1,1,.069133282,.0047794105,.00033041634,.000022842765,14,16,0,0,1,.069133282,.0047794105,.00033041634,.000022842765,-.11028779
22106,.58342546,.53456664,1,1,.081106871,.0065783244,.00053354731,.000043274355,0,0,0,0,1,.081106871,.0065783244,.00053354731,.000043274355,.048858821
22106,,.52945197,,1,.18976694,.036011491,.0068337908,.0012968276,1,1,0,0,1,.18976694,.036011491,.0068337908,.0012968276,
22111,.50632125,,,,.02777189,.00077127788,.000021419844,5.9486956e-07,0,0,.59090906,.59090906,1,.02777189,.00077127788,.000021419844,5.9486956e-07,
22111,.43029979,.51107967,1,1,.022577733,.000509754,.00001150909,2.5984917e-07,0,0,0,0,1,.022577733,.000509754,.00001150909,2.5984917e-07,-.08077988
22111,,.50632125,,1,-.134563,.0181072,-.0024365592,.00032787072,1,1,0,0,0,0,0,0,0,
22112,.44801533,,,,-.19001642,.03610624,-.0068607782,.0013036606,0,0,2.8181818,2.909091,0,0,0,0,0,
22112,.40455067,.40345398,1,0,-.10096639,.010194213,-.0010292729,.00010392197,0,0,2,2,0,0,0,0,0,.0010966957
22112,.52089322,.44801533,1,0,-.18895644,.035704535,-.0067466018,.0012748139,0,1,3,3,0,0,0,0,0,.072877884
22112,.46191821,.40455067,1,0,.041786402,.0017461034,.000072963383,3.0488773e-06,0,0,4,4,1,.041786402,.0017461034,.000072963383,3.0488773e-06,.057367533
22112,,.52089322,,1,-.07466498,.0055748592,-.00041624677,.000031079056,1,1,0,0,0,0,0,0,0,
22113,.50493294,,,,-.084990025,.0072233044,-.00061390881,.000052176125,0,0,2.4772727,2.590909,0,0,0,0,0,
22113,.5574584,.45750499,1,0,.00986588,.000097335585,9.6030124e-07,9.4742170e-09,0,1,0,0,1,.00986588,.000097335585,9.6030124e-07,9.4742170e-09,.099953413
22113,.53081465,.50493294,1,1,.11491677,.013205864,.0015175754,.00017439485,1,2,0,0,1,.11491677,.013205864,.0015175754,.00017439485,.025881708
22113,.58313918,.5574584,1,1,.061629295,.00379817,.00023407854,.000014426096,2,3,0,0,1,.061629295,.00379817,.00023407854,.000014426096,.02568078
22113,,.53081465,,1,.16627836,.027648494,.0045973463,.00076443923,3,4,0,0,1,.16627836,.027648494,.0045973463,.00076443923,
22114,.52483886,,,,-.024594158,.00060487259,-.000014876332,3.6587087e-07,4,5,1.3636364,1.5454545,0,0,0,0,0,
22114,.60406339,.48770294,1,0,.04967773,.0024678768,.00012259852,6.0904158e-06,4,6,1,1,1,.04967773,.0024678768,.00012259852,6.0904158e-06,.11636046
22114,.57244444,.52483886,1,1,.2140426,.045814235,.0098061981,.0020989443,5,7,0,0,1,.2140426,.045814235,.0098061981,.0020989443,.047605574
22114,.57253909,.60406339,1,1,.1460802,.021339424,.0031172673,.00045537099,6,8,0,0,1,.1460802,.021339424,.0031172673,.00045537099,-.031524301
22114,,.57244444,,1,.14507818,.02104768,.003053559,.0004430048,7,9,0,0,1,.14507818,.02104768,.003053559,.0004430048,
23011,.83445054,,,,.32477832,.10548095,.034257926,.011126232,0,0,.88235295,.94117647,1,.32477832,.10548095,.034257926,.011126232,
23011,.82189602,.65906262,1,1,.67395914,.45422092,.30612633,.20631664,1,1,0,0,1,.67395914,.45422092,.30612633,.20631664,.16283339
23011,,.83445054,,1,.66270661,.43918005,.29104751,.19287913,0,0,0,1,1,.66270661,.43918005,.29104751,.19287913,
23012,.8833105,,,,.69020754,.47638646,.32880551,.22694404,1,1,1.8333334,1.9722222,1,.69020754,.47638646,.32880551,.22694404,
23012,.86094135,.84238207,1,1,.76998281,.59287351,.45650244,.35149902,2,2,0,3,1,.76998281,.59287351,.45650244,.35149902,.018559277
23012,.90360838,.8833105,1,1,.7218827,.52111465,.37618363,.27156046,3,3,0,0,1,.7218827,.52111465,.37618363,.27156046,.020297885
23012,.88438737,.86094135,1,1,.81024754,.65650105,.53192836,.43099368,4,4,0,1,1,.81024754,.65650105,.53192836,.43099368,.023446023
23012,,.90360838,,1,.77136058,.59499717,.45895734,.35402161,5,5,0,2,1,.77136058,.59499717,.45895734,.35402161,
23013,.83573943,,,,.78498864,.61620718,.48371562,.37971127,0,0,2.3289473,2.3954678,1,.78498864,.61620718,.48371562,.37971127,
23013,.8421427,.89249432,1,1,.68054855,.46314633,.31519356,.21450453,0,0,0,2,1,.68054855,.46314633,.31519356,.21450453,-.05035162
23013,1,.83573943,1,1,.6842854,.46824652,.32041425,.21925479,1,1,0,0,1,.6842854,.46824652,.32041425,.21925479,.16426057
23013,.88165921,.8421427,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,.039516509
23013,,1,,1,.76916301,.59161174,.45504588,.35000446,3,3,3,3.0555556,1,.76916301,.59161174,.45504588,.35000446,
23014,.90747678,,,,.77560341,.60156065,.46657249,.36187524,4,4,1.7127193,1.8589181,1,.77560341,.60156065,.46657249,.36187524,
23014,.92370152,.88391888,1,1,.8204847,.67319512,.55234629,.4531917,5,5,0,1,1,.8204847,.67319512,.55234629,.4531917,.039782643
23014,.92874312,.90747678,1,1,.85834152,.73675019,.63238323,.54280078,6,6,0,0,1,.85834152,.73675019,.63238323,.54280078,.021266341
23014,.94668621,.92370152,1,1,.85748625,.73528266,.63049477,.54064059,7,7,0,0,1,.85748625,.73528266,.63049477,.54064059,.022984684
23014,,.92874312,,1,.89873987,.80773336,.72594219,.65243316,8,8,0,0,1,.89873987,.80773336,.72594219,.65243316,
23015,.89397687,,,,.9421156,.88758183,.83620465,.7878015,9,9,2.3578432,2.5408497,1,.9421156,.88758183,.83620465,.7878015,
23015,.89152217,.96666795,1,1,.79197109,.62721819,.49673867,.39340267,10,10,0,0,1,.79197109,.62721819,.49673867,.39340267,-.075145781
23015,.91195822,.89397687,1,1,.79314059,.62907201,.49894252,.39573157,11,11,0,0,1,.79314059,.62907201,.49894252,.39573157,.01798135
23015,.89276052,.89152217,1,1,.83361399,.69491231,.5792886,.48290309,12,12,0,1,1,.83361399,.69491231,.5792886,.48290309,.0012383461
23015,,.91195822,,1,.80765462,.65230596,.52683794,.4255031,13,13,0,0,1,.80765462,.65230596,.52683794,.4255031,
23016,.56879413,,,,.1035122,.010714775,.00110911,.0001148064,0,0,1.1458334,1.3125,1,.1035122,.010714775,.00110911,.0001148064,
23016,.70689183,.53934997,1,1,.14882523,.022148948,.0032963224,.00049057591,1,1,0,0,1,.14882523,.022148948,.0032963224,.00049057591,.16754186
23016,.5867058,.56879413,1,1,.43440783,.18871017,.081977174,.035611525,2,2,9,10,1,.43440783,.18871017,.081977174,.035611525,.017911673
23016,,.70689183,,1,.19161302,.036715548,.0070351772,.0013480316,3,3,0,0,1,.19161302,.036715548,.0070351772,.0013480316,
23021,.43028873,,,,-.43182984,.18647701,-.080526337,.034773674,0,0,.88235295,.94117647,0,0,0,0,0,
23021,.39027527,.27979836,1,0,-.12748724,.016252996,-.0020720498,.0002641599,0,0,1,1,0,0,0,0,0,.11047691
23021,,.43028873,,0,-.21395418,.04577639,-.0097940499,.0020954779,0,0,0,0,0,0,0,0,0,
23022,.40118083,,,,-.27087009,.073370606,-.019873902,.0053832456,0,1,1.8333334,1.9722222,0,0,0,0,0,
23022,.36592495,.36283594,1,0,-.19715849,.038871467,-.00766384,.001510991,0,0,2,2,0,0,0,0,0,.0030890107
23022,.40833002,.40118083,1,0,-.26486927,.070155732,-.018582098,.0049218265,0,0,3,3,0,0,0,0,0,.0071491897
23022,.40212443,.36592495,1,0,-.18005407,.032419469,-.005837257,.0010510219,0,1,4,4,0,0,0,0,0,.03619948
23022,,.40833002,,0,-.19407824,.037666362,-.007310221,.0014187548,0,0,5,5,0,0,0,0,0,
23023,.50424165,,,,-.1676383,.028102601,-.004711072,.00078975613,0,1,2.3289473,2.3954678,0,0,0,0,0,
23023,.48955309,.41618085,1,0,.0098896325,.000097804834,9.6725387e-07,9.5657846e-09,0,0,7,7,1,.0098896325,.000097804834,9.6725387e-07,9.5657846e-09,.073372245
23023,.44892988,.50424165,1,1,-.020893812,.00043655137,-9.1212223e-06,1.9057711e-07,1,1,0,0,0,0,0,0,0,-.055311769
23023,.37473109,.48955309,1,0,-.094533294,.0089365439,-.0008448009,.000079861813,1,2,1,1,0,0,0,0,0,-.114822
23023,,.44892988,,0,-.25053778,.062769182,-.015726052,.0039399699,0,0,2,2,0,0,0,0,0,
23024,.45421976,,,,-.12776309,.016323408,-.002085529,.00026645363,0,0,1.7127193,1.8589181,0,0,0,0,0,
23024,.4957442,.43255818,1,0,-.068688452,.0047181034,-.00032407921,.000022260499,0,0,4,4,0,0,0,0,0,.06318602
23024,.31616837,.45421976,1,0,-.0017940998,3.2187941e-06,-5.7748379e-09,1.0360636e-11,0,0,0,0,0,0,0,0,0,-.13805139
23024,.41404429,.4957442,1,0,-.35941106,.1291763,-.046427395,.01668652,0,0,1,1,0,0,0,0,0,-.081699908
23024,,.31616837,,0,-.15864018,.025166705,-.0039924504,.00063336309,0,0,2,2,0,0,0,0,0,
23025,.30407503,,,,-.32996354,.10887594,-.035925087,.011853969,0,0,2.3578432,2.5408497,0,0,0,0,0,
23025,.40961334,.32457837,1,0,-.38178298,.14575824,-.055648018,.021245465,0,0,4,4,0,0,0,0,0,.085034966
23025,.44741538,.30407503,1,0,-.18077329,.03267898,-.0059074871,.0010679158,0,0,5,5,0,0,0,0,0,.14334035
23025,.33171964,.40961334,1,0,-.099142402,.0098292157,-.00097449211,.000096613483,0,0,6,6,0,0,0,0,0,-.077893704
23025,,.44741538,,0,-.30905652,.095515929,-.029519822,.0091232937,0,0,7,7,0,0,0,0,0,
23026,.23742615,,,,-.28097713,.078948148,-.022182625,.0062328102,0,0,1.1458334,1.3125,0,0,0,0,0,
23026,.32960373,.34970123,1,0,-.51540279,.26564005,-.13691162,.070564628,0,0,1,1,0,0,0,0,0,-.020097494
23026,.29759574,.23742615,1,0,-.32330364,.10452525,-.033793394,.010925527,0,0,2,2,0,0,0,0,0,.060169592
23026,,.32960373,,0,-.38985217,.15198471,-.059251569,.023099352,0,0,3,3,0,0,0,0,0,
23031,.38734996,,,,-.39071518,.15265836,-.059645936,.023304572,0,0,.88235295,.94117647,0,0,0,0,0,
23031,.37637296,.2985931,1,0,-.20670736,.042727932,-.0088321781,.0018256762,0,0,1,1,0,0,0,0,0,.077779859
23031,,.38734996,,0,-.23721454,.056270737,-.013348237,.0031663957,0,0,2,2,0,0,0,0,0,
23032,.40152776,,,,-.24377921,.059428304,-.014487385,.0035317233,0,0,1.8333334,1.9722222,0,0,0,0,0,
23032,.35771471,.37592652,1,0,-.19248545,.03705065,-.0071317111,.0013727506,0,0,0,0,0,0,0,0,0,-.018211812
23032,.39189237,.40152776,1,0,-.28006399,.078435838,-.021967053,.0061521805,0,0,1,1,0,0,0,0,0,-.0096353889
23032,.39237824,.35771471,1,0,-.21244609,.045133341,-.0095884027,.0020370185,0,0,2,2,0,0,0,0,0,.034663528
23032,,.39189237,,0,-.21307769,.045402102,-.0096741756,.002061351,0,1,3,3,0,0,0,0,0,
23033,.52680802,,,,-.18963251,.035960488,-.0068192771,.0012931566,0,0,2.3289473,2.3954678,0,0,0,0,0,
23033,.47752774,.40518376,1,0,.053616047,.0028746806,.000154129,8.2637880e-06,0,1,5,5,1,.053616047,.0028746806,.000154129,8.2637880e-06,.072343975
23033,.34843212,.52680802,1,1,-.044944525,.0020200103,-.000090788402,4.0804416e-06,1,2,0,0,0,0,0,0,0,-.1783759
23033,.43734306,.47752774,1,0,-.30313575,.091891281,-.027855534,.0084440084,0,0,1,1,0,0,0,0,0,-.040184677
23033,,.34843212,,0,-.12531388,.015703568,-.0019678751,.00024660205,0,0,2,2,0,0,0,0,0,
23034,.47551754,,,,-.19344187,.037419755,-.0072385473,.0014002381,0,0,1.7127193,1.8589181,0,0,0,0,0,
23034,.48563403,.39859736,1,0,-.036058277,.0013001993,-.000046882946,1.6905183e-06,1,3,4,4,0,0,0,0,0,.087036669
23034,.51333302,.47551754,1,0,-.020238817,.0004096097,-8.2900160e-06,1.6778012e-07,0,0,5,5,0,0,0,0,0,.037815481
23034,.52013522,.48563403,1,0,.026666015,.00071107637,.000018961573,5.0562960e-07,0,1,6,6,1,.026666015,.00071107637,.000018961573,5.0562960e-07,.034501195
23034,,.51333302,,1,.048246354,.0023277106,.00011230355,5.4182369e-06,1,2,0,0,1,.048246354,.0023277106,.00011230355,5.4182369e-06,
23035,.5292989,,,,.13681591,.018718593,.0025610011,.0003503857,2,3,2.3578432,2.5408497,1,.13681591,.018718593,.0025610011,.0003503857,
23035,.60369027,.56316257,1,1,.058597833,.003433706,.00020120773,.000011790337,3,4,0,0,1,.058597833,.003433706,.00020120773,.000011790337,.040527701
23035,.57342112,.5292989,1,1,.2073805,.043006673,.0089187454,.0018495739,4,5,0,1,1,.2073805,.043006673,.0089187454,.0018495739,.044122219
